CUPS;Fecha;Hora;Consumo;GGG
AAA;04/06/2022;15;0.195;
AAA;04/06/2022;16;0.294;
AAA;04/06/2022;17;0.271;
AAA;04/06/2022;18;0.286;
AAA;04/06/2022;19;0.193;
AAA;04/06/2022;20;0.313;
AAA;04/06/2022;21;0.739;
AAA;04/06/2022;22;0.45;
AAA;04/06/2022;23;0.461;
AAA;04/06/2022;24;0.277;
AAA;05/06/2022;1;0.18;
AAA;05/06/2022;2;0.165;
AAA;05/06/2022;3;0.174;
AAA;05/06/2022;4;0.197;
AAA;05/06/2022;5;0.238;
AAA;05/06/2022;6;0.165;
AAA;05/06/2022;7;0.166;
AAA;05/06/2022;8;0.224;
AAA;05/06/2022;9;0.214;
AAA;05/06/2022;10;0.867;
AAA;05/06/2022;11;0.91;
AAA;05/06/2022;12;1.345;
AAA;05/06/2022;13;0.99;
AAA;05/06/2022;14;0.658;
AAA;05/06/2022;15;0.341;
AAA;05/06/2022;16;0.768;
AAA;05/06/2022;17;0.187;
AAA;05/06/2022;18;0.302;
AAA;05/06/2022;19;0.196;
AAA;05/06/2022;20;0.179;
AAA;05/06/2022;21;0.231;
AAA;05/06/2022;22;0.365;
AAA;05/06/2022;23;0.308;
AAA;05/06/2022;24;0.25;
AAA;06/06/2022;1;0.19;
AAA;06/06/2022;2;0.185;
AAA;06/06/2022;3;0.167;
AAA;06/06/2022;4;0.166;
AAA;06/06/2022;5;0.166;
AAA;06/06/2022;6;0.194;
AAA;06/06/2022;7;0.31;
AAA;06/06/2022;8;0.21;
AAA;06/06/2022;9;0.188;
AAA;06/06/2022;10;0.274;
AAA;06/06/2022;11;1.117;
AAA;06/06/2022;12;1.216;
AAA;06/06/2022;13;1.077;
AAA;06/06/2022;14;0.803;
AAA;06/06/2022;15;0.218;
AAA;06/06/2022;16;0.245;
AAA;06/06/2022;17;0.213;
AAA;06/06/2022;18;0.229;
AAA;06/06/2022;19;0.256;
AAA;06/06/2022;20;0.198;
AAA;06/06/2022;21;0.19;
AAA;06/06/2022;22;0.243;
AAA;06/06/2022;23;0.306;
AAA;06/06/2022;24;3.508;
AAA;07/06/2022;1;0.153;
AAA;07/06/2022;2;0.192;
AAA;07/06/2022;3;0.159;
AAA;07/06/2022;4;0.149;
AAA;07/06/2022;5;0.159;
AAA;07/06/2022;6;1.836;
AAA;07/06/2022;7;0.246;
AAA;07/06/2022;8;0.184;
AAA;07/06/2022;9;0.249;
AAA;07/06/2022;10;3.782;
AAA;07/06/2022;11;4.478;
AAA;07/06/2022;12;4.591;
AAA;07/06/2022;13;4.492;
AAA;07/06/2022;14;4.585;
AAA;07/06/2022;15;1.548;
AAA;07/06/2022;16;0.925;
AAA;07/06/2022;17;0.413;
AAA;07/06/2022;18;0.254;
AAA;07/06/2022;19;0.332;
AAA;07/06/2022;20;0.266;
AAA;07/06/2022;21;0.277;
AAA;07/06/2022;22;0.318;
AAA;07/06/2022;23;0.349;
AAA;07/06/2022;24;0.22;
AAA;08/06/2022;1;0.186;
AAA;08/06/2022;2;0.199;
AAA;08/06/2022;3;0.203;
AAA;08/06/2022;4;0.171;
AAA;08/06/2022;5;0.183;
AAA;08/06/2022;6;0.189;
AAA;08/06/2022;7;0.243;
AAA;08/06/2022;8;0.194;
AAA;08/06/2022;9;0.237;
AAA;08/06/2022;10;0.403;
AAA;08/06/2022;11;0.195;
AAA;08/06/2022;12;0.227;
AAA;08/06/2022;13;0.271;
AAA;08/06/2022;14;0.591;
AAA;08/06/2022;15;0.258;
AAA;08/06/2022;16;0.543;
AAA;08/06/2022;17;0.299;
AAA;08/06/2022;18;0.995;
AAA;08/06/2022;19;0.878;
AAA;08/06/2022;20;0.258;
AAA;08/06/2022;21;0.331;
AAA;08/06/2022;22;0.375;
AAA;08/06/2022;23;0.358;
AAA;08/06/2022;24;0.903;
AAA;09/06/2022;1;0.42;
AAA;09/06/2022;2;0.853;
AAA;09/06/2022;3;0.274;
AAA;09/06/2022;4;0.249;
AAA;09/06/2022;5;0.273;
AAA;09/06/2022;6;0.322;
AAA;09/06/2022;7;0.254;
AAA;09/06/2022;8;0.27;
AAA;09/06/2022;9;0.442;
AAA;09/06/2022;10;0.33;
AAA;09/06/2022;11;0.417;
AAA;09/06/2022;12;1.087;
AAA;09/06/2022;13;1.644;
AAA;09/06/2022;14;1.378;
AAA;09/06/2022;15;1.056;
AAA;09/06/2022;16;0.983;
AAA;09/06/2022;17;0.955;
AAA;09/06/2022;18;0.244;
AAA;09/06/2022;19;0.235;
AAA;09/06/2022;20;0.244;
AAA;09/06/2022;21;0.303;
AAA;09/06/2022;22;0.395;
AAA;09/06/2022;23;0.302;
AAA;09/06/2022;24;3.687;
AAA;10/06/2022;1;0.209;
AAA;10/06/2022;2;0.331;
AAA;10/06/2022;3;0.252;
AAA;10/06/2022;4;0.195;
AAA;10/06/2022;5;0.192;
AAA;10/06/2022;6;0.161;
AAA;10/06/2022;7;0.252;
AAA;10/06/2022;8;0.314;
AAA;10/06/2022;9;0.439;
AAA;10/06/2022;10;4.863;
AAA;10/06/2022;11;3.881;
AAA;10/06/2022;12;4.192;
AAA;10/06/2022;13;3.849;
AAA;10/06/2022;14;4.016;
AAA;10/06/2022;15;3.899;
AAA;10/06/2022;16;3.739;
AAA;10/06/2022;17;0.189;
AAA;10/06/2022;18;0.205;
AAA;10/06/2022;19;0.215;
AAA;10/06/2022;20;1.039;
AAA;10/06/2022;21;0.236;
AAA;10/06/2022;22;0.23;
AAA;10/06/2022;23;0.337;
AAA;10/06/2022;24;0.49;
AAA;11/06/2022;1;0.304;
AAA;11/06/2022;2;0.734;
AAA;11/06/2022;3;0.192;
AAA;11/06/2022;4;0.217;
AAA;11/06/2022;5;0.257;
AAA;11/06/2022;6;0.182;
AAA;11/06/2022;7;0.385;
AAA;11/06/2022;8;0.348;
AAA;11/06/2022;9;0.282;
AAA;11/06/2022;10;0.396;
AAA;11/06/2022;11;0.714;
AAA;11/06/2022;12;1.727;
AAA;11/06/2022;13;1.394;
AAA;11/06/2022;14;1.015;
AAA;11/06/2022;15;0.353;
AAA;11/06/2022;16;0.276;
AAA;11/06/2022;17;0.846;
AAA;11/06/2022;18;0.335;
AAA;11/06/2022;19;0.264;
AAA;11/06/2022;20;0.271;
AAA;11/06/2022;21;0.497;
AAA;11/06/2022;22;0.281;
AAA;11/06/2022;23;0.263;
AAA;11/06/2022;24;0.226;
AAA;12/06/2022;1;0.233;
AAA;12/06/2022;2;0.224;
AAA;12/06/2022;3;0.235;
AAA;12/06/2022;4;0.214;
AAA;12/06/2022;5;0.279;
AAA;12/06/2022;6;0.245;
AAA;12/06/2022;7;0.456;
AAA;12/06/2022;8;0.382;
AAA;12/06/2022;9;0.238;
AAA;12/06/2022;10;0.253;
AAA;12/06/2022;11;0.817;
AAA;12/06/2022;12;1.491;
AAA;12/06/2022;13;1.333;
AAA;12/06/2022;14;0.944;
AAA;12/06/2022;15;0.392;
AAA;12/06/2022;16;0.256;
AAA;12/06/2022;17;0.338;
AAA;12/06/2022;18;1.692;
AAA;12/06/2022;19;3.712;
AAA;12/06/2022;20;3.689;
AAA;12/06/2022;21;3.719;
AAA;12/06/2022;22;3.791;
AAA;12/06/2022;23;3.77;
AAA;12/06/2022;24;3.662;
AAA;13/06/2022;1;0.143;
AAA;13/06/2022;2;0.179;
AAA;13/06/2022;3;1.628;
AAA;13/06/2022;4;0.344;
AAA;13/06/2022;5;0.239;
AAA;13/06/2022;6;0.216;
AAA;13/06/2022;7;0.19;
AAA;13/06/2022;8;0.334;
AAA;13/06/2022;9;0.324;
AAA;13/06/2022;10;4.031;
AAA;13/06/2022;11;4.411;
AAA;13/06/2022;12;1.028;
AAA;13/06/2022;13;1.003;
AAA;13/06/2022;14;1.349;
AAA;13/06/2022;15;0.462;
AAA;13/06/2022;16;0.911;
AAA;13/06/2022;17;0.299;
AAA;13/06/2022;18;0.298;
AAA;13/06/2022;19;0.266;
AAA;13/06/2022;20;0.611;
AAA;13/06/2022;21;0.485;
AAA;13/06/2022;22;0.333;
AAA;13/06/2022;23;0.316;
AAA;13/06/2022;24;0.294;
AAA;14/06/2022;1;0.247;
AAA;14/06/2022;2;0.199;
AAA;14/06/2022;3;0.214;
AAA;14/06/2022;4;0.219;
AAA;14/06/2022;5;0.181;
AAA;14/06/2022;6;0.172;
AAA;14/06/2022;7;0.251;
AAA;14/06/2022;8;0.183;
AAA;14/06/2022;9;0.237;
AAA;14/06/2022;10;0.346;
AAA;14/06/2022;11;0.806;
AAA;14/06/2022;12;0.975;
AAA;14/06/2022;13;1.486;
AAA;14/06/2022;14;2.225;
AAA;14/06/2022;15;0.584;
AAA;14/06/2022;16;0.309;
AAA;14/06/2022;17;0.273;
AAA;14/06/2022;18;0.297;
AAA;14/06/2022;19;0.344;
AAA;14/06/2022;20;0.534;
AAA;14/06/2022;21;0.257;
AAA;14/06/2022;22;0.247;
AAA;14/06/2022;23;0.291;
AAA;14/06/2022;24;3.541;
AAA;15/06/2022;1;0.186;
AAA;15/06/2022;2;1.461;
AAA;15/06/2022;3;0.246;
AAA;15/06/2022;4;0.207;
AAA;15/06/2022;5;0.23;
AAA;15/06/2022;6;0.221;
AAA;15/06/2022;7;0.324;
AAA;15/06/2022;8;0.209;
AAA;15/06/2022;9;0.244;
AAA;15/06/2022;10;3.714;
AAA;15/06/2022;11;0.914;
AAA;15/06/2022;12;1.546;
AAA;15/06/2022;13;0.935;
AAA;15/06/2022;14;0.823;
AAA;15/06/2022;15;0.248;
AAA;15/06/2022;16;0.188;
AAA;15/06/2022;17;0.192;
AAA;15/06/2022;18;0.214;
AAA;15/06/2022;19;0.166;
AAA;15/06/2022;20;0.173;
AAA;15/06/2022;21;0.204;
AAA;15/06/2022;22;0.233;
AAA;15/06/2022;23;0.223;
AAA;15/06/2022;24;0.245;
AAA;16/06/2022;1;0.22;
AAA;16/06/2022;2;0.218;
AAA;16/06/2022;3;0.286;
AAA;16/06/2022;4;0.255;
AAA;16/06/2022;5;0.235;
AAA;16/06/2022;6;0.262;
AAA;16/06/2022;7;0.207;
AAA;16/06/2022;8;0.226;
AAA;16/06/2022;9;0.396;
AAA;16/06/2022;10;0.486;
AAA;16/06/2022;11;1.195;
AAA;16/06/2022;12;0.993;
AAA;16/06/2022;13;0.964;
AAA;16/06/2022;14;0.857;
AAA;16/06/2022;15;0.351;
AAA;16/06/2022;16;0.234;
AAA;16/06/2022;17;0.278;
AAA;16/06/2022;18;0.232;
AAA;16/06/2022;19;0.225;
AAA;16/06/2022;20;0.397;
AAA;16/06/2022;21;0.349;
AAA;16/06/2022;22;0.341;
AAA;16/06/2022;23;0.33;
AAA;16/06/2022;24;2.902;
AAA;17/06/2022;1;0.2;
AAA;17/06/2022;2;0.147;
AAA;17/06/2022;3;0.146;
AAA;17/06/2022;4;0.132;
AAA;17/06/2022;5;0.137;
AAA;17/06/2022;6;0.131;
AAA;17/06/2022;7;0.21;
AAA;17/06/2022;8;0.276;
AAA;17/06/2022;9;0.212;
AAA;17/06/2022;10;3.749;
AAA;17/06/2022;11;4.295;
AAA;17/06/2022;12;4.453;
AAA;17/06/2022;13;4.459;
AAA;17/06/2022;14;5.04;
AAA;17/06/2022;15;4.244;
AAA;17/06/2022;16;3.923;
AAA;17/06/2022;17;0.261;
AAA;17/06/2022;18;0.272;
AAA;17/06/2022;19;0.226;
AAA;17/06/2022;20;0.209;
AAA;17/06/2022;21;0.245;
AAA;17/06/2022;22;0.282;
AAA;17/06/2022;23;0.326;
AAA;17/06/2022;24;1.813;
AAA;18/06/2022;1;0.573;
AAA;18/06/2022;2;0.549;
AAA;18/06/2022;3;2.65;
AAA;18/06/2022;4;0.187;
AAA;18/06/2022;5;0.176;
AAA;18/06/2022;6;0.122;
AAA;18/06/2022;7;0.254;
AAA;18/06/2022;8;0.574;
AAA;18/06/2022;9;0.35;
AAA;18/06/2022;10;1.053;
AAA;18/06/2022;11;2.126;
AAA;18/06/2022;12;1.072;
AAA;18/06/2022;13;4.846;
AAA;18/06/2022;14;5.075;
AAA;18/06/2022;15;4.224;
AAA;18/06/2022;16;5.582;
AAA;18/06/2022;17;1.348;
AAA;18/06/2022;18;0.238;
AAA;18/06/2022;19;0.27;
AAA;18/06/2022;20;0.417;
AAA;18/06/2022;21;0.456;
AAA;18/06/2022;22;0.58;
AAA;18/06/2022;23;0.722;
AAA;18/06/2022;24;0.602;
AAA;19/06/2022;1;0.382;
AAA;19/06/2022;2;1.975;
AAA;19/06/2022;3;0.186;
AAA;19/06/2022;4;0.171;
AAA;19/06/2022;5;0.2;
AAA;19/06/2022;6;0.255;
AAA;19/06/2022;7;0.18;
AAA;19/06/2022;8;0.239;
AAA;19/06/2022;9;0.673;
AAA;19/06/2022;10;0.353;
AAA;19/06/2022;11;1.156;
AAA;19/06/2022;12;4.622;
AAA;19/06/2022;13;4.613;
AAA;19/06/2022;14;4.511;
AAA;19/06/2022;15;3.886;
AAA;19/06/2022;16;3.824;
AAA;19/06/2022;17;3.823;
AAA;19/06/2022;18;0.303;
AAA;19/06/2022;19;0.253;
AAA;19/06/2022;20;0.381;
AAA;19/06/2022;21;0.287;
AAA;19/06/2022;22;0.308;
AAA;19/06/2022;23;0.462;
AAA;19/06/2022;24;0.5;
AAA;20/06/2022;1;0.287;
AAA;20/06/2022;2;0.195;
AAA;20/06/2022;3;0.194;
AAA;20/06/2022;4;0.173;
AAA;20/06/2022;5;0.194;
AAA;20/06/2022;6;0.159;
AAA;20/06/2022;7;0.18;
AAA;20/06/2022;8;0.256;
AAA;20/06/2022;9;0.181;
AAA;20/06/2022;10;0.232;
AAA;20/06/2022;11;0.885;
AAA;20/06/2022;12;1.113;
AAA;20/06/2022;13;1.364;
AAA;20/06/2022;14;2.499;
AAA;20/06/2022;15;0.715;
AAA;20/06/2022;16;0.212;
AAA;20/06/2022;17;0.232;
AAA;20/06/2022;18;0.244;
AAA;20/06/2022;19;0.225;
AAA;20/06/2022;20;0.22;
AAA;20/06/2022;21;0.323;
AAA;20/06/2022;22;0.331;
AAA;20/06/2022;23;0.244;
AAA;20/06/2022;24;0.201;
AAA;21/06/2022;1;0.238;
AAA;21/06/2022;2;0.225;
AAA;21/06/2022;3;0.191;
AAA;21/06/2022;4;0.157;
AAA;21/06/2022;5;0.188;
AAA;21/06/2022;6;0.154;
AAA;21/06/2022;7;0.261;
AAA;21/06/2022;8;0.174;
AAA;21/06/2022;9;0.206;
AAA;21/06/2022;10;0.192;
AAA;21/06/2022;11;0.803;
AAA;21/06/2022;12;0.961;
AAA;21/06/2022;13;0.992;
AAA;21/06/2022;14;0.895;
AAA;21/06/2022;15;0.561;
AAA;21/06/2022;16;0.769;
AAA;21/06/2022;17;0.283;
AAA;21/06/2022;18;0.203;
AAA;21/06/2022;19;0.19;
AAA;21/06/2022;20;0.158;
AAA;21/06/2022;21;0.186;
AAA;21/06/2022;22;0.471;
AAA;21/06/2022;23;0.307;
AAA;21/06/2022;24;0.254;
AAA;22/06/2022;1;0.197;
AAA;22/06/2022;2;0.193;
AAA;22/06/2022;3;0.169;
AAA;22/06/2022;4;0.18;
AAA;22/06/2022;5;0.161;
AAA;22/06/2022;6;0.179;
AAA;22/06/2022;7;0.236;
AAA;22/06/2022;8;0.174;
AAA;22/06/2022;9;0.23;
AAA;22/06/2022;10;0.782;
AAA;22/06/2022;11;0.982;
AAA;22/06/2022;12;1.02;
AAA;22/06/2022;13;0.954;
AAA;22/06/2022;14;0.803;
AAA;22/06/2022;15;0.208;
AAA;22/06/2022;16;0.178;
AAA;22/06/2022;17;0.175;
AAA;22/06/2022;18;0.199;
AAA;22/06/2022;19;0.203;
AAA;22/06/2022;20;0.162;
AAA;22/06/2022;21;0.18;
AAA;22/06/2022;22;0.158;
AAA;22/06/2022;23;0.171;
AAA;22/06/2022;24;0.182;
AAA;23/06/2022;1;0.157;
AAA;23/06/2022;2;0.176;
AAA;23/06/2022;3;0.177;
AAA;23/06/2022;4;0.157;
AAA;23/06/2022;5;0.17;
AAA;23/06/2022;6;0.17;
AAA;23/06/2022;7;0.156;
AAA;23/06/2022;8;0.158;
AAA;23/06/2022;9;0.188;
AAA;23/06/2022;10;0.441;
AAA;23/06/2022;11;0.892;
AAA;23/06/2022;12;0.972;
AAA;23/06/2022;13;1.311;
AAA;23/06/2022;14;0.9;
AAA;23/06/2022;15;0.241;
AAA;23/06/2022;16;0.27;
AAA;23/06/2022;17;0.241;
AAA;23/06/2022;18;0.247;
AAA;23/06/2022;19;0.245;
AAA;23/06/2022;20;0.216;
AAA;23/06/2022;21;0.228;
AAA;23/06/2022;22;0.228;
AAA;23/06/2022;23;0.258;
AAA;23/06/2022;24;0.249;
AAA;24/06/2022;1;0.223;
AAA;24/06/2022;2;0.223;
AAA;24/06/2022;3;0.25;
AAA;24/06/2022;4;0.227;
AAA;24/06/2022;5;0.226;
AAA;24/06/2022;6;0.232;
AAA;24/06/2022;7;0.217;
AAA;24/06/2022;8;0.22;
AAA;24/06/2022;9;0.228;
AAA;24/06/2022;10;0.234;
AAA;24/06/2022;11;0.841;
AAA;24/06/2022;12;1;
AAA;24/06/2022;13;0.972;
AAA;24/06/2022;14;0.943;
AAA;24/06/2022;15;0.335;
AAA;24/06/2022;16;0.217;
AAA;24/06/2022;17;0.262;
AAA;24/06/2022;18;0.219;
AAA;24/06/2022;19;0.255;
AAA;24/06/2022;20;0.282;
AAA;24/06/2022;21;0.266;
AAA;24/06/2022;22;0.23;
AAA;24/06/2022;23;0.259;
AAA;24/06/2022;24;0.229;
AAA;25/06/2022;1;0.18;
AAA;25/06/2022;2;0.152;
AAA;25/06/2022;3;0.167;
AAA;25/06/2022;4;0.142;
AAA;25/06/2022;5;0.168;
AAA;25/06/2022;6;0.157;
AAA;25/06/2022;7;0.188;
AAA;25/06/2022;8;0.259;
AAA;25/06/2022;9;0.324;
AAA;25/06/2022;10;0.418;
AAA;25/06/2022;11;1.017;
AAA;25/06/2022;12;2.062;
AAA;25/06/2022;13;2.315;
AAA;25/06/2022;14;1.281;
AAA;25/06/2022;15;0.303;
AAA;25/06/2022;16;0.511;
AAA;25/06/2022;17;0.337;
AAA;25/06/2022;18;0.585;
AAA;25/06/2022;19;0.344;
AAA;25/06/2022;20;0.919;
AAA;25/06/2022;21;0.381;
AAA;25/06/2022;22;0.372;
AAA;25/06/2022;23;0.369;
AAA;25/06/2022;24;0.539;
AAA;26/06/2022;1;0.324;
AAA;26/06/2022;2;0.197;
AAA;26/06/2022;3;0.189;
AAA;26/06/2022;4;0.179;
AAA;26/06/2022;5;0.189;
AAA;26/06/2022;6;0.181;
AAA;26/06/2022;7;0.188;
AAA;26/06/2022;8;0.398;
AAA;26/06/2022;9;0.373;
AAA;26/06/2022;10;0.714;
AAA;26/06/2022;11;1.138;
AAA;26/06/2022;12;1.161;
AAA;26/06/2022;13;1.847;
AAA;26/06/2022;14;1.037;
AAA;26/06/2022;15;0.313;
AAA;26/06/2022;16;0.278;
AAA;26/06/2022;17;0.234;
AAA;26/06/2022;18;0.262;
AAA;26/06/2022;19;0.212;
AAA;26/06/2022;20;0.29;
AAA;26/06/2022;21;0.194;
AAA;26/06/2022;22;0.288;
AAA;26/06/2022;23;0.439;
AAA;26/06/2022;24;0.228;
AAA;27/06/2022;1;0.198;
AAA;27/06/2022;2;0.175;
AAA;27/06/2022;3;0.177;
AAA;27/06/2022;4;0.169;
AAA;27/06/2022;5;0.156;
AAA;27/06/2022;6;0.154;
AAA;27/06/2022;7;0.534;
AAA;27/06/2022;8;0.814;
AAA;27/06/2022;9;0.406;
AAA;27/06/2022;10;0.224;
AAA;27/06/2022;11;0.751;
AAA;27/06/2022;12;0.931;
AAA;27/06/2022;13;0.931;
AAA;27/06/2022;14;0.816;
AAA;27/06/2022;15;0.187;
AAA;27/06/2022;16;0.167;
AAA;27/06/2022;17;0.243;
AAA;27/06/2022;18;0.245;
AAA;27/06/2022;19;0.247;
AAA;27/06/2022;20;0.187;
AAA;27/06/2022;21;0.374;
AAA;27/06/2022;22;0.317;
AAA;27/06/2022;23;0.251;
AAA;27/06/2022;24;0.198;
AAA;28/06/2022;1;0.195;
AAA;28/06/2022;2;0.201;
AAA;28/06/2022;3;0.177;
AAA;28/06/2022;4;0.145;
AAA;28/06/2022;5;0.167;
AAA;28/06/2022;6;0.146;
AAA;28/06/2022;7;0.156;
AAA;28/06/2022;8;0.24;
AAA;28/06/2022;9;0.202;
AAA;28/06/2022;10;0.226;
AAA;28/06/2022;11;1.134;
AAA;28/06/2022;12;1.146;
AAA;28/06/2022;13;1.081;
AAA;28/06/2022;14;1.216;
AAA;28/06/2022;15;0.468;
AAA;28/06/2022;16;0.257;
AAA;28/06/2022;17;0.255;
AAA;28/06/2022;18;0.207;
AAA;28/06/2022;19;0.173;
AAA;28/06/2022;20;0.175;
AAA;28/06/2022;21;0.158;
AAA;28/06/2022;22;0.233;
AAA;28/06/2022;23;0.288;
AAA;28/06/2022;24;0.21;
AAA;29/06/2022;1;0.224;
AAA;29/06/2022;2;0.189;
AAA;29/06/2022;3;0.176;
AAA;29/06/2022;4;0.168;
AAA;29/06/2022;5;0.168;
AAA;29/06/2022;6;0.166;
AAA;29/06/2022;7;0.263;
AAA;29/06/2022;8;0.211;
AAA;29/06/2022;9;0.193;
AAA;29/06/2022;10;0.186;
AAA;29/06/2022;11;0.799;
AAA;29/06/2022;12;0.961;
AAA;29/06/2022;13;0.959;
AAA;29/06/2022;14;0.844;
AAA;29/06/2022;15;0.204;
AAA;29/06/2022;16;0.214;
AAA;29/06/2022;17;0.203;
AAA;29/06/2022;18;0.422;
AAA;29/06/2022;19;0.353;
AAA;29/06/2022;20;0.234;
AAA;29/06/2022;21;0.248;
AAA;29/06/2022;22;0.664;
AAA;29/06/2022;23;0.389;
AAA;29/06/2022;24;0.359;
AAA;30/06/2022;1;0.185;
AAA;30/06/2022;2;0.244;
AAA;30/06/2022;3;0.169;
AAA;30/06/2022;4;0.19;
AAA;30/06/2022;5;0.155;
AAA;30/06/2022;6;0.218;
AAA;30/06/2022;7;0.261;
AAA;30/06/2022;8;0.205;
AAA;30/06/2022;9;0.24;
AAA;30/06/2022;10;0.632;
AAA;30/06/2022;11;1.051;
AAA;30/06/2022;12;1.14;
AAA;30/06/2022;13;2.408;
AAA;30/06/2022;14;1.205;
AAA;30/06/2022;15;0.428;
AAA;30/06/2022;16;0.308;
AAA;30/06/2022;17;0.41;
AAA;30/06/2022;18;0.378;
AAA;30/06/2022;19;0.271;
AAA;30/06/2022;20;0.282;
AAA;30/06/2022;21;0.256;
AAA;30/06/2022;22;0.249;
AAA;30/06/2022;23;0.266;
AAA;30/06/2022;24;2.068;
AAA;01/07/2022;1;0.167;
AAA;01/07/2022;2;0.188;
AAA;01/07/2022;3;0.192;
AAA;01/07/2022;4;0.173;
AAA;01/07/2022;5;0.177;
AAA;01/07/2022;6;0.157;
AAA;01/07/2022;7;0.204;
AAA;01/07/2022;8;0.337;
AAA;01/07/2022;9;0.214;
AAA;01/07/2022;10;3.765;
AAA;01/07/2022;11;4.366;
AAA;01/07/2022;12;4.52;
AAA;01/07/2022;13;5.127;
AAA;01/07/2022;14;4.445;
AAA;01/07/2022;15;3.739;
AAA;01/07/2022;16;3.725;
AAA;01/07/2022;17;0.224;
AAA;01/07/2022;18;0.237;
AAA;01/07/2022;19;0.198;
AAA;01/07/2022;20;0.199;
AAA;01/07/2022;21;0.192;
AAA;01/07/2022;22;0.177;
AAA;01/07/2022;23;0.202;
AAA;01/07/2022;24;0.294;
AAA;02/07/2022;1;0.211;
AAA;02/07/2022;2;0.208;
AAA;02/07/2022;3;0.195;
AAA;02/07/2022;4;0.18;
AAA;02/07/2022;5;0.196;
AAA;02/07/2022;6;0.168;
AAA;02/07/2022;7;0.193;
AAA;02/07/2022;8;0.233;
AAA;02/07/2022;9;0.237;
AAA;02/07/2022;10;0.201;
AAA;02/07/2022;11;0.757;
AAA;02/07/2022;12;0.948;
AAA;02/07/2022;13;1.029;
AAA;02/07/2022;14;0.885;
AAA;02/07/2022;15;0.246;
AAA;02/07/2022;16;2.843;
AAA;02/07/2022;17;3.87;
AAA;02/07/2022;18;2.715;
AAA;02/07/2022;19;0.233;
AAA;02/07/2022;20;0.223;
AAA;02/07/2022;21;0.224;
AAA;02/07/2022;22;0.208;
AAA;02/07/2022;23;0.221;
AAA;02/07/2022;24;0.263;
AAA;03/07/2022;1;0.23;
AAA;03/07/2022;2;0.237;
AAA;03/07/2022;3;0.212;
AAA;03/07/2022;4;0.22;
AAA;03/07/2022;5;0.187;
AAA;03/07/2022;6;0.187;
AAA;03/07/2022;7;0.203;
AAA;03/07/2022;8;0.21;
AAA;03/07/2022;9;0.278;
AAA;03/07/2022;10;1.364;
AAA;03/07/2022;11;5.285;
AAA;03/07/2022;12;5.422;
AAA;03/07/2022;13;5.044;
AAA;03/07/2022;14;4.754;
AAA;03/07/2022;15;3.709;
AAA;03/07/2022;16;0.348;
AAA;03/07/2022;17;0.26;
AAA;03/07/2022;18;0.421;
AAA;03/07/2022;19;0.232;
AAA;03/07/2022;20;0.25;
AAA;03/07/2022;21;0.305;
AAA;03/07/2022;22;0.368;
AAA;03/07/2022;23;1.101;
AAA;03/07/2022;24;3.38;
AAA;04/07/2022;1;0.347;
AAA;04/07/2022;2;0.306;
AAA;04/07/2022;3;1.718;
AAA;04/07/2022;4;0.232;
AAA;04/07/2022;5;0.254;
AAA;04/07/2022;6;0.232;
AAA;04/07/2022;7;0.296;
AAA;04/07/2022;8;0.218;
AAA;04/07/2022;9;0.207;
AAA;04/07/2022;10;3.741;
AAA;04/07/2022;11;4.33;
AAA;04/07/2022;12;1.591;
AAA;04/07/2022;13;1.14;
AAA;04/07/2022;14;0.895;
AAA;04/07/2022;15;0.254;
AAA;04/07/2022;16;0.274;
AAA;04/07/2022;17;0.728;
AAA;04/07/2022;18;0.278;
AAA;04/07/2022;19;0.232;
AAA;04/07/2022;20;0.211;
AAA;04/07/2022;21;0.189;
AAA;04/07/2022;22;0.183;
AAA;04/07/2022;23;0.221;
AAA;04/07/2022;24;0.212;
AAA;05/07/2022;1;0.232;
AAA;05/07/2022;2;0.2;
AAA;05/07/2022;3;0.213;
AAA;05/07/2022;4;0.197;
AAA;05/07/2022;5;0.198;
AAA;05/07/2022;6;0.205;
AAA;05/07/2022;7;0.251;
AAA;05/07/2022;8;0.272;
AAA;05/07/2022;9;0.436;
AAA;05/07/2022;10;0.395;
AAA;05/07/2022;11;0.89;
AAA;05/07/2022;12;1.105;
AAA;05/07/2022;13;1.12;
AAA;05/07/2022;14;0.874;
AAA;05/07/2022;15;0.242;
AAA;05/07/2022;16;0.249;
AAA;05/07/2022;17;0.896;
AAA;05/07/2022;18;0.481;
AAA;05/07/2022;19;0.263;
AAA;05/07/2022;20;0.272;
AAA;05/07/2022;21;0.287;
AAA;05/07/2022;22;0.358;
AAA;05/07/2022;23;0.351;
AAA;05/07/2022;24;3.45;
AAA;06/07/2022;1;0.194;
AAA;06/07/2022;2;0.144;
AAA;06/07/2022;3;0.187;
AAA;06/07/2022;4;0.208;
AAA;06/07/2022;5;0.16;
AAA;06/07/2022;6;0.197;
AAA;06/07/2022;7;0.252;
AAA;06/07/2022;8;0.32;
AAA;06/07/2022;9;0.197;
AAA;06/07/2022;10;3.716;
AAA;06/07/2022;11;4.283;
AAA;06/07/2022;12;4.451;
AAA;06/07/2022;13;4.47;
AAA;06/07/2022;14;4.296;
AAA;06/07/2022;15;3.69;
AAA;06/07/2022;16;3.708;
AAA;06/07/2022;17;0.194;
AAA;06/07/2022;18;0.229;
AAA;06/07/2022;19;0.238;
AAA;06/07/2022;20;0.257;
AAA;06/07/2022;21;0.247;
AAA;06/07/2022;22;0.172;
