CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004676798CK;23/05/2021;3;0,175;R
ES0021000004676798CK;23/05/2021;4;0,208;R
ES0021000004676798CK;23/05/2021;5;0,133;R
ES0021000004676798CK;23/05/2021;6;0,132;R
ES0021000004676798CK;23/05/2021;7;0,154;R
ES0021000004676798CK;23/05/2021;8;0,144;R
ES0021000004676798CK;23/05/2021;9;0,134;R
ES0021000004676798CK;23/05/2021;10;0,141;R
ES0021000004676798CK;23/05/2021;11;2,12;R
ES0021000004676798CK;23/05/2021;12;1,245;R
ES0021000004676798CK;23/05/2021;13;0,222;R
ES0021000004676798CK;23/05/2021;14;0,428;R
ES0021000004676798CK;23/05/2021;15;0,921;R
ES0021000004676798CK;23/05/2021;16;0,379;R
ES0021000004676798CK;23/05/2021;17;0,319;R
ES0021000004676798CK;23/05/2021;18;0,157;R
ES0021000004676798CK;23/05/2021;19;0,166;R
ES0021000004676798CK;23/05/2021;20;0,672;R
ES0021000004676798CK;23/05/2021;21;1,091;R
ES0021000004676798CK;23/05/2021;22;1,364;R
ES0021000004676798CK;23/05/2021;23;0,345;R
ES0021000004676798CK;23/05/2021;24;0,314;R
ES0021000004676798CK;24/05/2021;1;0,179;R
ES0021000004676798CK;24/05/2021;2;0,154;R
ES0021000004676798CK;24/05/2021;3;0,151;R
ES0021000004676798CK;24/05/2021;4;0,147;R
ES0021000004676798CK;24/05/2021;5;0,136;R
ES0021000004676798CK;24/05/2021;6;0,166;R
ES0021000004676798CK;24/05/2021;7;0,565;R
ES0021000004676798CK;24/05/2021;8;1,603;R
ES0021000004676798CK;24/05/2021;9;0,516;R
ES0021000004676798CK;24/05/2021;10;0,2;R
ES0021000004676798CK;24/05/2021;11;0,186;R
ES0021000004676798CK;24/05/2021;12;0,117;R
ES0021000004676798CK;24/05/2021;13;0,132;R
ES0021000004676798CK;24/05/2021;14;0,146;R
ES0021000004676798CK;24/05/2021;15;0,13;R
ES0021000004676798CK;24/05/2021;16;0,153;R
ES0021000004676798CK;24/05/2021;17;0,267;R
ES0021000004676798CK;24/05/2021;18;0,27;R
ES0021000004676798CK;24/05/2021;19;0,142;R
ES0021000004676798CK;24/05/2021;20;1,09;R
ES0021000004676798CK;24/05/2021;21;2,403;R
ES0021000004676798CK;24/05/2021;22;0,317;R
ES0021000004676798CK;24/05/2021;23;0,275;R
ES0021000004676798CK;24/05/2021;24;0,639;R
ES0021000004676798CK;25/05/2021;1;0,768;R
ES0021000004676798CK;25/05/2021;2;0,172;R
ES0021000004676798CK;25/05/2021;3;0,218;R
ES0021000004676798CK;25/05/2021;4;0,147;R
ES0021000004676798CK;25/05/2021;5;0,163;R
ES0021000004676798CK;25/05/2021;6;0,159;R
ES0021000004676798CK;25/05/2021;7;0,12;R
ES0021000004676798CK;25/05/2021;8;0,317;R
ES0021000004676798CK;25/05/2021;9;0,158;R
ES0021000004676798CK;25/05/2021;10;0,158;R
ES0021000004676798CK;25/05/2021;11;0,193;R
ES0021000004676798CK;25/05/2021;12;0,124;R
ES0021000004676798CK;25/05/2021;13;0,143;R
ES0021000004676798CK;25/05/2021;14;0,137;R
ES0021000004676798CK;25/05/2021;15;0,175;R
ES0021000004676798CK;25/05/2021;16;0,149;R
ES0021000004676798CK;25/05/2021;17;0,504;R
ES0021000004676798CK;25/05/2021;18;0,223;R
ES0021000004676798CK;25/05/2021;19;0,156;R
ES0021000004676798CK;25/05/2021;20;0,147;R
ES0021000004676798CK;25/05/2021;21;0,135;R
ES0021000004676798CK;25/05/2021;22;0,17;R
ES0021000004676798CK;25/05/2021;23;0,255;R
ES0021000004676798CK;25/05/2021;24;0,215;R
ES0021000004676798CK;26/05/2021;1;0,315;R
ES0021000004676798CK;26/05/2021;2;0,18;R
ES0021000004676798CK;26/05/2021;3;0,16;R
ES0021000004676798CK;26/05/2021;4;0,155;R
ES0021000004676798CK;26/05/2021;5;0,126;R
ES0021000004676798CK;26/05/2021;6;0,135;R
ES0021000004676798CK;26/05/2021;7;0,532;R
ES0021000004676798CK;26/05/2021;8;1,398;R
ES0021000004676798CK;26/05/2021;9;0,263;R
ES0021000004676798CK;26/05/2021;10;0,147;R
ES0021000004676798CK;26/05/2021;11;0,139;R
ES0021000004676798CK;26/05/2021;12;0,126;R
ES0021000004676798CK;26/05/2021;13;0,212;R
ES0021000004676798CK;26/05/2021;14;0,148;R
ES0021000004676798CK;26/05/2021;15;0,117;R
ES0021000004676798CK;26/05/2021;16;0,196;R
ES0021000004676798CK;26/05/2021;17;0,513;R
ES0021000004676798CK;26/05/2021;18;0,173;R
ES0021000004676798CK;26/05/2021;19;0,12;R
ES0021000004676798CK;26/05/2021;20;0,928;R
ES0021000004676798CK;26/05/2021;21;0,246;R
ES0021000004676798CK;26/05/2021;22;0,363;R
ES0021000004676798CK;26/05/2021;23;0,224;R
ES0021000004676798CK;26/05/2021;24;0,196;R
ES0021000004676798CK;27/05/2021;1;0,142;R
ES0021000004676798CK;27/05/2021;2;0,171;R
ES0021000004676798CK;27/05/2021;3;0,175;R
ES0021000004676798CK;27/05/2021;4;0,151;R
ES0021000004676798CK;27/05/2021;5;0,131;R
ES0021000004676798CK;27/05/2021;6;0,131;R
ES0021000004676798CK;27/05/2021;7;0,135;R
ES0021000004676798CK;27/05/2021;8;1,003;R
ES0021000004676798CK;27/05/2021;9;0,883;R
ES0021000004676798CK;27/05/2021;10;0,189;R
ES0021000004676798CK;27/05/2021;11;0,148;R
ES0021000004676798CK;27/05/2021;12;0,154;R
ES0021000004676798CK;27/05/2021;13;0,138;R
ES0021000004676798CK;27/05/2021;14;0,141;R
ES0021000004676798CK;27/05/2021;15;0,133;R
ES0021000004676798CK;27/05/2021;16;0,175;R
ES0021000004676798CK;27/05/2021;17;0,34;R
ES0021000004676798CK;27/05/2021;18;0,231;R
ES0021000004676798CK;27/05/2021;19;0,198;R
ES0021000004676798CK;27/05/2021;20;1,213;R
ES0021000004676798CK;27/05/2021;21;1,846;R
ES0021000004676798CK;27/05/2021;22;0,612;R
ES0021000004676798CK;27/05/2021;23;0,224;R
ES0021000004676798CK;27/05/2021;24;0,194;R
ES0021000004676798CK;28/05/2021;1;0,195;R
ES0021000004676798CK;28/05/2021;2;0,282;R
ES0021000004676798CK;28/05/2021;3;0,132;R
ES0021000004676798CK;28/05/2021;4;0,153;R
ES0021000004676798CK;28/05/2021;5;0,137;R
ES0021000004676798CK;28/05/2021;6;0,13;R
ES0021000004676798CK;28/05/2021;7;0,489;R
ES0021000004676798CK;28/05/2021;8;1,784;R
ES0021000004676798CK;28/05/2021;9;1,035;R
ES0021000004676798CK;28/05/2021;10;0,18;R
ES0021000004676798CK;28/05/2021;11;0,138;R
ES0021000004676798CK;28/05/2021;12;0,149;R
ES0021000004676798CK;28/05/2021;13;0,145;R
ES0021000004676798CK;28/05/2021;14;0,12;R
ES0021000004676798CK;28/05/2021;15;0,127;R
ES0021000004676798CK;28/05/2021;16;0,148;R
ES0021000004676798CK;28/05/2021;17;0,193;R
ES0021000004676798CK;28/05/2021;18;0,287;R
ES0021000004676798CK;28/05/2021;19;0,247;R
ES0021000004676798CK;28/05/2021;20;0,224;R
ES0021000004676798CK;28/05/2021;21;0,333;R
ES0021000004676798CK;28/05/2021;22;0,233;R
ES0021000004676798CK;28/05/2021;23;0,488;R
ES0021000004676798CK;28/05/2021;24;0,212;R
ES0021000004676798CK;29/05/2021;1;0,2;R
ES0021000004676798CK;29/05/2021;2;0,287;R
ES0021000004676798CK;29/05/2021;3;0,165;R
ES0021000004676798CK;29/05/2021;4;0,149;R
ES0021000004676798CK;29/05/2021;5;0,122;R
ES0021000004676798CK;29/05/2021;6;0,163;R
ES0021000004676798CK;29/05/2021;7;0,165;R
ES0021000004676798CK;29/05/2021;8;0,143;R
ES0021000004676798CK;29/05/2021;9;0,133;R
ES0021000004676798CK;29/05/2021;10;1,3;R
ES0021000004676798CK;29/05/2021;11;1,245;R
ES0021000004676798CK;29/05/2021;12;1,076;R
ES0021000004676798CK;29/05/2021;13;0,624;R
ES0021000004676798CK;29/05/2021;14;0,171;R
ES0021000004676798CK;29/05/2021;15;0,211;R
ES0021000004676798CK;29/05/2021;16;0,162;R
ES0021000004676798CK;29/05/2021;17;0,16;R
ES0021000004676798CK;29/05/2021;18;0,133;R
ES0021000004676798CK;29/05/2021;19;0,143;R
ES0021000004676798CK;29/05/2021;20;0,137;R
ES0021000004676798CK;29/05/2021;21;0,14;R
ES0021000004676798CK;29/05/2021;22;0,136;R
ES0021000004676798CK;29/05/2021;23;0,153;R
ES0021000004676798CK;29/05/2021;24;0,137;R
ES0021000004676798CK;30/05/2021;1;0,108;R
ES0021000004676798CK;30/05/2021;2;0,154;R
ES0021000004676798CK;30/05/2021;3;0,152;R
ES0021000004676798CK;30/05/2021;4;0,122;R
ES0021000004676798CK;30/05/2021;5;0,134;R
ES0021000004676798CK;30/05/2021;6;0,177;R
ES0021000004676798CK;30/05/2021;7;0,133;R
ES0021000004676798CK;30/05/2021;8;0,142;R
ES0021000004676798CK;30/05/2021;9;0,144;R
ES0021000004676798CK;30/05/2021;10;0,126;R
ES0021000004676798CK;30/05/2021;11;0,121;R
ES0021000004676798CK;30/05/2021;12;0,152;R
ES0021000004676798CK;30/05/2021;13;0,152;R
ES0021000004676798CK;30/05/2021;14;0,114;R
ES0021000004676798CK;30/05/2021;15;0,133;R
ES0021000004676798CK;30/05/2021;16;0,165;R
ES0021000004676798CK;30/05/2021;17;0,13;R
ES0021000004676798CK;30/05/2021;18;0,15;R
ES0021000004676798CK;30/05/2021;19;0,16;R
ES0021000004676798CK;30/05/2021;20;0,205;R
ES0021000004676798CK;30/05/2021;21;0,823;R
ES0021000004676798CK;30/05/2021;22;0,42;R
ES0021000004676798CK;30/05/2021;23;0,27;R
ES0021000004676798CK;30/05/2021;24;0,256;R
ES0021000004676798CK;31/05/2021;1;0,19;R
ES0021000004676798CK;31/05/2021;2;0,322;R
ES0021000004676798CK;31/05/2021;3;0,385;R
ES0021000004676798CK;31/05/2021;4;0,123;R
ES0021000004676798CK;31/05/2021;5;0,141;R
ES0021000004676798CK;31/05/2021;6;0,154;R
ES0021000004676798CK;31/05/2021;7;0,278;R
ES0021000004676798CK;31/05/2021;8;1,572;R
ES0021000004676798CK;31/05/2021;9;0,416;R
ES0021000004676798CK;31/05/2021;10;0,203;R
ES0021000004676798CK;31/05/2021;11;0,164;R
ES0021000004676798CK;31/05/2021;12;0,974;R
ES0021000004676798CK;31/05/2021;13;0,623;R
ES0021000004676798CK;31/05/2021;14;0,221;R
ES0021000004676798CK;31/05/2021;15;0,211;R
ES0021000004676798CK;31/05/2021;16;0,191;R
ES0021000004676798CK;31/05/2021;17;0,244;R
ES0021000004676798CK;31/05/2021;18;0,217;R
ES0021000004676798CK;31/05/2021;19;0,26;R
ES0021000004676798CK;31/05/2021;20;0,274;R
ES0021000004676798CK;31/05/2021;21;0,34;R
ES0021000004676798CK;31/05/2021;22;0,599;R
ES0021000004676798CK;31/05/2021;23;0,689;R
ES0021000004676798CK;31/05/2021;24;0,288;R
ES0021000004676798CK;01/06/2021;1;0,249;R
ES0021000004676798CK;01/06/2021;2;0,692;R
ES0021000004676798CK;01/06/2021;3;0,368;R
ES0021000004676798CK;01/06/2021;4;0,149;R
ES0021000004676798CK;01/06/2021;5;0,191;R
ES0021000004676798CK;01/06/2021;6;0,161;R
ES0021000004676798CK;01/06/2021;7;0,147;R
ES0021000004676798CK;01/06/2021;8;0,251;R
ES0021000004676798CK;01/06/2021;9;0,176;R
ES0021000004676798CK;01/06/2021;10;0,175;R
ES0021000004676798CK;01/06/2021;11;0,143;R
ES0021000004676798CK;01/06/2021;12;0,223;R
ES0021000004676798CK;01/06/2021;13;1,05;R
ES0021000004676798CK;01/06/2021;14;1,697;R
ES0021000004676798CK;01/06/2021;15;1,268;R
ES0021000004676798CK;01/06/2021;16;0,241;R
ES0021000004676798CK;01/06/2021;17;0,255;R
ES0021000004676798CK;01/06/2021;18;0,128;R
ES0021000004676798CK;01/06/2021;19;0,164;R
ES0021000004676798CK;01/06/2021;20;0,167;R
ES0021000004676798CK;01/06/2021;21;0,227;R
ES0021000004676798CK;01/06/2021;22;0,248;R
ES0021000004676798CK;01/06/2021;23;0,246;R
ES0021000004676798CK;01/06/2021;24;0,223;R
ES0021000004676798CK;02/06/2021;1;0,228;R
ES0021000004676798CK;02/06/2021;2;0,285;R
ES0021000004676798CK;02/06/2021;3;0,176;R
ES0021000004676798CK;02/06/2021;4;0,152;R
ES0021000004676798CK;02/06/2021;5;0,139;R
ES0021000004676798CK;02/06/2021;6;0,145;R
ES0021000004676798CK;02/06/2021;7;0,156;R
ES0021000004676798CK;02/06/2021;8;1,283;R
ES0021000004676798CK;02/06/2021;9;0,647;R
ES0021000004676798CK;02/06/2021;10;0,229;R
ES0021000004676798CK;02/06/2021;11;0,175;R
ES0021000004676798CK;02/06/2021;12;0,284;R
ES0021000004676798CK;02/06/2021;13;0,16;R
ES0021000004676798CK;02/06/2021;14;0,225;R
ES0021000004676798CK;02/06/2021;15;0,166;R
ES0021000004676798CK;02/06/2021;16;0,13;R
ES0021000004676798CK;02/06/2021;17;0,149;R
ES0021000004676798CK;02/06/2021;18;0,136;R
ES0021000004676798CK;02/06/2021;19;0,143;R
ES0021000004676798CK;02/06/2021;20;0,131;R
ES0021000004676798CK;02/06/2021;21;0,152;R
ES0021000004676798CK;02/06/2021;22;0,138;R
ES0021000004676798CK;02/06/2021;23;0,121;R
ES0021000004676798CK;02/06/2021;24;0,137;R
ES0021000004676798CK;03/06/2021;1;0,15;R
ES0021000004676798CK;03/06/2021;2;0,153;R
ES0021000004676798CK;03/06/2021;3;0,112;R
ES0021000004676798CK;03/06/2021;4;0,13;R
ES0021000004676798CK;03/06/2021;5;0,151;R
ES0021000004676798CK;03/06/2021;6;0,145;R
ES0021000004676798CK;03/06/2021;7;0,123;R
ES0021000004676798CK;03/06/2021;8;0,131;R
ES0021000004676798CK;03/06/2021;9;0,141;R
ES0021000004676798CK;03/06/2021;10;0,142;R
ES0021000004676798CK;03/06/2021;11;0,128;R
ES0021000004676798CK;03/06/2021;12;0,136;R
ES0021000004676798CK;03/06/2021;13;0,128;R
ES0021000004676798CK;03/06/2021;14;0,141;R
ES0021000004676798CK;03/06/2021;15;0,132;R
ES0021000004676798CK;03/06/2021;16;0,152;R
ES0021000004676798CK;03/06/2021;17;0,135;R
ES0021000004676798CK;03/06/2021;18;0,126;R
ES0021000004676798CK;03/06/2021;19;0,135;R
ES0021000004676798CK;03/06/2021;20;0,154;R
ES0021000004676798CK;03/06/2021;21;0,149;R
ES0021000004676798CK;03/06/2021;22;0,113;R
ES0021000004676798CK;03/06/2021;23;0,13;R
ES0021000004676798CK;03/06/2021;24;0,153;R
ES0021000004676798CK;04/06/2021;1;0,153;R
ES0021000004676798CK;04/06/2021;2;0,116;R
ES0021000004676798CK;04/06/2021;3;0,132;R
ES0021000004676798CK;04/06/2021;4;0,149;R
ES0021000004676798CK;04/06/2021;5;0,139;R
ES0021000004676798CK;04/06/2021;6;0,125;R
ES0021000004676798CK;04/06/2021;7;0,131;R
ES0021000004676798CK;04/06/2021;8;0,128;R
ES0021000004676798CK;04/06/2021;9;0,14;R
ES0021000004676798CK;04/06/2021;10;0,121;R
ES0021000004676798CK;04/06/2021;11;0,141;R
ES0021000004676798CK;04/06/2021;12;0,125;R
ES0021000004676798CK;04/06/2021;13;0,131;R
ES0021000004676798CK;04/06/2021;14;0,12;R
ES0021000004676798CK;04/06/2021;15;0,176;R
ES0021000004676798CK;04/06/2021;16;0,165;R
ES0021000004676798CK;04/06/2021;17;0,126;R
ES0021000004676798CK;04/06/2021;18;0,117;R
ES0021000004676798CK;04/06/2021;19;0,143;R
ES0021000004676798CK;04/06/2021;20;0,147;R
ES0021000004676798CK;04/06/2021;21;0,127;R
ES0021000004676798CK;04/06/2021;22;0,105;R
ES0021000004676798CK;04/06/2021;23;0,149;R
ES0021000004676798CK;04/06/2021;24;0,149;R
ES0021000004676798CK;05/06/2021;1;0,131;R
ES0021000004676798CK;05/06/2021;2;0,117;R
ES0021000004676798CK;05/06/2021;3;0,135;R
ES0021000004676798CK;05/06/2021;4;0,145;R
ES0021000004676798CK;05/06/2021;5;0,123;R
ES0021000004676798CK;05/06/2021;6;0,136;R
ES0021000004676798CK;05/06/2021;7;0,128;R
ES0021000004676798CK;05/06/2021;8;0,137;R
ES0021000004676798CK;05/06/2021;9;0,125;R
ES0021000004676798CK;05/06/2021;10;0,138;R
ES0021000004676798CK;05/06/2021;11;0,135;R
ES0021000004676798CK;05/06/2021;12;0,125;R
ES0021000004676798CK;05/06/2021;13;0,124;R
ES0021000004676798CK;05/06/2021;14;0,138;R
ES0021000004676798CK;05/06/2021;15;0,147;R
ES0021000004676798CK;05/06/2021;16;0,131;R
ES0021000004676798CK;05/06/2021;17;0,109;R
ES0021000004676798CK;05/06/2021;18;0,14;R
ES0021000004676798CK;05/06/2021;19;0,147;R
ES0021000004676798CK;05/06/2021;20;0,142;R
ES0021000004676798CK;05/06/2021;21;0,194;R
ES0021000004676798CK;05/06/2021;22;1,573;R
ES0021000004676798CK;05/06/2021;23;1,229;R
ES0021000004676798CK;05/06/2021;24;1,074;R
ES0021000004676798CK;06/06/2021;1;0,365;R
ES0021000004676798CK;06/06/2021;2;0,464;R
ES0021000004676798CK;06/06/2021;3;0,324;R
ES0021000004676798CK;06/06/2021;4;0,3;R
ES0021000004676798CK;06/06/2021;5;0,193;R
ES0021000004676798CK;06/06/2021;6;0,149;R
ES0021000004676798CK;06/06/2021;7;0,138;R
ES0021000004676798CK;06/06/2021;8;0,151;R
ES0021000004676798CK;06/06/2021;9;0,154;R
ES0021000004676798CK;06/06/2021;10;0,366;R
ES0021000004676798CK;06/06/2021;11;0,194;R
ES0021000004676798CK;06/06/2021;12;0,385;R
ES0021000004676798CK;06/06/2021;13;0,289;R
ES0021000004676798CK;06/06/2021;14;0,172;R
ES0021000004676798CK;06/06/2021;15;0,117;R
ES0021000004676798CK;06/06/2021;16;0,131;R
ES0021000004676798CK;06/06/2021;17;0,154;R
ES0021000004676798CK;06/06/2021;18;0,176;R
ES0021000004676798CK;06/06/2021;19;0,399;R
ES0021000004676798CK;06/06/2021;20;0,163;R
ES0021000004676798CK;06/06/2021;21;0,295;R
ES0021000004676798CK;06/06/2021;22;0,507;R
ES0021000004676798CK;06/06/2021;23;0,31;R
ES0021000004676798CK;06/06/2021;24;0,321;R
ES0021000004676798CK;07/06/2021;1;0,317;R
ES0021000004676798CK;07/06/2021;2;0,16;R
ES0021000004676798CK;07/06/2021;3;0,147;R
ES0021000004676798CK;07/06/2021;4;0,159;R
ES0021000004676798CK;07/06/2021;5;0,149;R
ES0021000004676798CK;07/06/2021;6;0,13;R
ES0021000004676798CK;07/06/2021;7;0,132;R
ES0021000004676798CK;07/06/2021;8;0,254;R
ES0021000004676798CK;07/06/2021;9;0,153;R
ES0021000004676798CK;07/06/2021;10;0,126;R
ES0021000004676798CK;07/06/2021;11;0,122;R
ES0021000004676798CK;07/06/2021;12;0,185;R
ES0021000004676798CK;07/06/2021;13;0,177;R
ES0021000004676798CK;07/06/2021;14;0,129;R
ES0021000004676798CK;07/06/2021;15;0,136;R
ES0021000004676798CK;07/06/2021;16;0,212;R
ES0021000004676798CK;07/06/2021;17;0,292;R
ES0021000004676798CK;07/06/2021;18;0,197;R
ES0021000004676798CK;07/06/2021;19;0,169;R
ES0021000004676798CK;07/06/2021;20;0,189;R
ES0021000004676798CK;07/06/2021;21;2,236;R
ES0021000004676798CK;07/06/2021;22;1,379;R
ES0021000004676798CK;07/06/2021;23;0,283;R
ES0021000004676798CK;07/06/2021;24;0,239;R
ES0021000004676798CK;08/06/2021;1;0,274;R
ES0021000004676798CK;08/06/2021;2;0,145;R
ES0021000004676798CK;08/06/2021;3;0,178;R
ES0021000004676798CK;08/06/2021;4;0,185;R
ES0021000004676798CK;08/06/2021;5;0,123;R
ES0021000004676798CK;08/06/2021;6;0,141;R
ES0021000004676798CK;08/06/2021;7;0,348;R
ES0021000004676798CK;08/06/2021;8;1,503;R
ES0021000004676798CK;08/06/2021;9;0,669;R
ES0021000004676798CK;08/06/2021;10;0,152;R
ES0021000004676798CK;08/06/2021;11;0,168;R
ES0021000004676798CK;08/06/2021;12;0,161;R
ES0021000004676798CK;08/06/2021;13;0,167;R
ES0021000004676798CK;08/06/2021;14;0,166;R
ES0021000004676798CK;08/06/2021;15;0,286;R
ES0021000004676798CK;08/06/2021;16;0,189;R
ES0021000004676798CK;08/06/2021;17;0,387;R
ES0021000004676798CK;08/06/2021;18;0,15;R
ES0021000004676798CK;08/06/2021;19;0,145;R
ES0021000004676798CK;08/06/2021;20;0,131;R
ES0021000004676798CK;08/06/2021;21;0,191;R
ES0021000004676798CK;08/06/2021;22;0,444;R
ES0021000004676798CK;08/06/2021;23;0,86;R
ES0021000004676798CK;08/06/2021;24;0,205;R
ES0021000004676798CK;09/06/2021;1;0,256;R
ES0021000004676798CK;09/06/2021;2;0,192;R
ES0021000004676798CK;09/06/2021;3;0,126;R
ES0021000004676798CK;09/06/2021;4;0,158;R
ES0021000004676798CK;09/06/2021;5;0,16;R
ES0021000004676798CK;09/06/2021;6;0,14;R
ES0021000004676798CK;09/06/2021;7;0,146;R
ES0021000004676798CK;09/06/2021;8;0,213;R
ES0021000004676798CK;09/06/2021;9;0,203;R
ES0021000004676798CK;09/06/2021;10;0,134;R
ES0021000004676798CK;09/06/2021;11;0,157;R
ES0021000004676798CK;09/06/2021;12;0,147;R
ES0021000004676798CK;09/06/2021;13;0,132;R
ES0021000004676798CK;09/06/2021;14;0,125;R
ES0021000004676798CK;09/06/2021;15;0,158;R
ES0021000004676798CK;09/06/2021;16;0,542;R
ES0021000004676798CK;09/06/2021;17;0,566;R
ES0021000004676798CK;09/06/2021;18;1,025;R
ES0021000004676798CK;09/06/2021;19;0,252;R
ES0021000004676798CK;09/06/2021;20;0,159;R
ES0021000004676798CK;09/06/2021;21;0,505;R
ES0021000004676798CK;09/06/2021;22;0,369;R
ES0021000004676798CK;09/06/2021;23;0,747;R
ES0021000004676798CK;09/06/2021;24;0,907;R
ES0021000004676798CK;10/06/2021;1;1,131;R
ES0021000004676798CK;10/06/2021;2;0,309;R
ES0021000004676798CK;10/06/2021;3;0,257;R
ES0021000004676798CK;10/06/2021;4;0,174;R
ES0021000004676798CK;10/06/2021;5;0,19;R
ES0021000004676798CK;10/06/2021;6;0,185;R
ES0021000004676798CK;10/06/2021;7;0,312;R
ES0021000004676798CK;10/06/2021;8;1,483;R
ES0021000004676798CK;10/06/2021;9;1,137;R
ES0021000004676798CK;10/06/2021;10;0,141;R
ES0021000004676798CK;10/06/2021;11;0,214;R
ES0021000004676798CK;10/06/2021;12;0,156;R
ES0021000004676798CK;10/06/2021;13;0,141;R
ES0021000004676798CK;10/06/2021;14;0,119;R
ES0021000004676798CK;10/06/2021;15;0,152;R
ES0021000004676798CK;10/06/2021;16;0,16;R
ES0021000004676798CK;10/06/2021;17;0,372;R
ES0021000004676798CK;10/06/2021;18;0,182;R
ES0021000004676798CK;10/06/2021;19;0,209;R
ES0021000004676798CK;10/06/2021;20;0,449;R
ES0021000004676798CK;10/06/2021;21;1,395;R
ES0021000004676798CK;10/06/2021;22;0,209;R
ES0021000004676798CK;10/06/2021;23;0,22;R
ES0021000004676798CK;10/06/2021;24;0,273;R
ES0021000004676798CK;11/06/2021;1;0,253;R
ES0021000004676798CK;11/06/2021;2;0,269;R
ES0021000004676798CK;11/06/2021;3;0,179;R
ES0021000004676798CK;11/06/2021;4;0,188;R
ES0021000004676798CK;11/06/2021;5;0,233;R
ES0021000004676798CK;11/06/2021;6;0,218;R
ES0021000004676798CK;11/06/2021;7;0,181;R
ES0021000004676798CK;11/06/2021;8;0,22;R
ES0021000004676798CK;11/06/2021;9;0,207;R
ES0021000004676798CK;11/06/2021;10;0,194;R
ES0021000004676798CK;11/06/2021;11;0,191;R
ES0021000004676798CK;11/06/2021;12;0,163;R
ES0021000004676798CK;11/06/2021;13;0,151;R
ES0021000004676798CK;11/06/2021;14;0,267;R
ES0021000004676798CK;11/06/2021;15;0,182;R
ES0021000004676798CK;11/06/2021;16;0,201;R
ES0021000004676798CK;11/06/2021;17;0,224;R
ES0021000004676798CK;11/06/2021;18;0,195;R
ES0021000004676798CK;11/06/2021;19;0,256;R
ES0021000004676798CK;11/06/2021;20;0,907;R
ES0021000004676798CK;11/06/2021;21;1,007;R
ES0021000004676798CK;11/06/2021;22;0,422;R
ES0021000004676798CK;11/06/2021;23;0,125;R
ES0021000004676798CK;11/06/2021;24;0,176;R
ES0021000004676798CK;12/06/2021;1;0,386;R
ES0021000004676798CK;12/06/2021;2;0,251;R
ES0021000004676798CK;12/06/2021;3;0,246;R
ES0021000004676798CK;12/06/2021;4;0,216;R
ES0021000004676798CK;12/06/2021;5;0,23;R
ES0021000004676798CK;12/06/2021;6;0,195;R
ES0021000004676798CK;12/06/2021;7;0,196;R
ES0021000004676798CK;12/06/2021;8;0,143;R
ES0021000004676798CK;12/06/2021;9;0,181;R
ES0021000004676798CK;12/06/2021;10;0,159;R
ES0021000004676798CK;12/06/2021;11;0,242;R
ES0021000004676798CK;12/06/2021;12;1,16;R
ES0021000004676798CK;12/06/2021;13;0,606;R
ES0021000004676798CK;12/06/2021;14;1,601;R
ES0021000004676798CK;12/06/2021;15;0,567;R
ES0021000004676798CK;12/06/2021;16;0,306;R
ES0021000004676798CK;12/06/2021;17;0,263;R
ES0021000004676798CK;12/06/2021;18;0,264;R
ES0021000004676798CK;12/06/2021;19;0,263;R
ES0021000004676798CK;12/06/2021;20;0,226;R
ES0021000004676798CK;12/06/2021;21;0,151;R
ES0021000004676798CK;12/06/2021;22;0,31;R
ES0021000004676798CK;12/06/2021;23;0,648;R
ES0021000004676798CK;12/06/2021;24;0,441;R
ES0021000004676798CK;13/06/2021;1;0,433;R
ES0021000004676798CK;13/06/2021;2;0,31;R
ES0021000004676798CK;13/06/2021;3;0,215;R
ES0021000004676798CK;13/06/2021;4;0,199;R
ES0021000004676798CK;13/06/2021;5;0,238;R
ES0021000004676798CK;13/06/2021;6;0,213;R
ES0021000004676798CK;13/06/2021;7;0,179;R
ES0021000004676798CK;13/06/2021;8;0,196;R
ES0021000004676798CK;13/06/2021;9;0,206;R
ES0021000004676798CK;13/06/2021;10;0,344;R
ES0021000004676798CK;13/06/2021;11;0,387;R
ES0021000004676798CK;13/06/2021;12;0,534;R
ES0021000004676798CK;13/06/2021;13;0,411;R
ES0021000004676798CK;13/06/2021;14;0,367;R
ES0021000004676798CK;13/06/2021;15;0,353;R
ES0021000004676798CK;13/06/2021;16;0,347;R
ES0021000004676798CK;13/06/2021;17;0,268;R
ES0021000004676798CK;13/06/2021;18;0,318;R
ES0021000004676798CK;13/06/2021;19;0,327;R
ES0021000004676798CK;13/06/2021;20;1,314;R
ES0021000004676798CK;13/06/2021;21;1,856;R
ES0021000004676798CK;13/06/2021;22;0,306;R
ES0021000004676798CK;13/06/2021;23;0,257;R
ES0021000004676798CK;13/06/2021;24;0,331;R
ES0021000004676798CK;14/06/2021;1;0,283;R
ES0021000004676798CK;14/06/2021;2;0,274;R
