CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0021000004676798CK;31/10/2021;2;0,177;R
ES0021000004676798CK;31/10/2021;3;0,215;R
ES0021000004676798CK;31/10/2021;4;0,161;R
ES0021000004676798CK;31/10/2021;5;0,131;R
ES0021000004676798CK;31/10/2021;6;0,126;R
ES0021000004676798CK;31/10/2021;7;0,152;R
ES0021000004676798CK;31/10/2021;8;0,141;R
ES0021000004676798CK;31/10/2021;9;0,13;R
ES0021000004676798CK;31/10/2021;10;0,16;R
ES0021000004676798CK;31/10/2021;11;0,175;R
ES0021000004676798CK;31/10/2021;12;0,153;R
ES0021000004676798CK;31/10/2021;13;0,352;R
ES0021000004676798CK;31/10/2021;14;1,191;R
ES0021000004676798CK;31/10/2021;15;0,301;R
ES0021000004676798CK;31/10/2021;16;0,303;R
ES0021000004676798CK;31/10/2021;17;0,224;R
ES0021000004676798CK;31/10/2021;18;1,085;R
ES0021000004676798CK;31/10/2021;19;0,994;R
ES0021000004676798CK;31/10/2021;20;1,131;R
ES0021000004676798CK;31/10/2021;21;1,657;R
ES0021000004676798CK;31/10/2021;22;0,402;R
ES0021000004676798CK;31/10/2021;23;0,438;R
ES0021000004676798CK;31/10/2021;24;0,317;R
ES0021000004676798CK;31/10/2021;25;0,308;R
ES0021000004676798CK;01/11/2021;1;0,255;R
ES0021000004676798CK;01/11/2021;2;0,184;R
ES0021000004676798CK;01/11/2021;3;0,213;R
ES0021000004676798CK;01/11/2021;4;0,178;R
ES0021000004676798CK;01/11/2021;5;0,156;R
ES0021000004676798CK;01/11/2021;6;0,137;R
ES0021000004676798CK;01/11/2021;7;0,144;R
ES0021000004676798CK;01/11/2021;8;0,157;R
ES0021000004676798CK;01/11/2021;9;0,244;R
ES0021000004676798CK;01/11/2021;10;0,259;R
ES0021000004676798CK;01/11/2021;11;0,281;R
ES0021000004676798CK;01/11/2021;12;1,331;R
ES0021000004676798CK;01/11/2021;13;0,567;R
ES0021000004676798CK;01/11/2021;14;1,466;R
ES0021000004676798CK;01/11/2021;15;1,789;R
ES0021000004676798CK;01/11/2021;16;1,326;R
ES0021000004676798CK;01/11/2021;17;0,329;R
ES0021000004676798CK;01/11/2021;18;0,223;R
ES0021000004676798CK;01/11/2021;19;0,237;R
ES0021000004676798CK;01/11/2021;20;0,272;R
ES0021000004676798CK;01/11/2021;21;0,989;R
ES0021000004676798CK;01/11/2021;22;0,551;R
ES0021000004676798CK;01/11/2021;23;0,29;R
ES0021000004676798CK;01/11/2021;24;0,326;R
ES0021000004676798CK;02/11/2021;1;0,262;R
ES0021000004676798CK;02/11/2021;2;0,219;R
ES0021000004676798CK;02/11/2021;3;0,143;R
ES0021000004676798CK;02/11/2021;4;0,144;R
ES0021000004676798CK;02/11/2021;5;0,162;R
ES0021000004676798CK;02/11/2021;6;0,149;R
ES0021000004676798CK;02/11/2021;7;0,179;R
ES0021000004676798CK;02/11/2021;8;1,286;R
ES0021000004676798CK;02/11/2021;9;0,166;R
ES0021000004676798CK;02/11/2021;10;0,243;R
ES0021000004676798CK;02/11/2021;11;0,162;R
ES0021000004676798CK;02/11/2021;12;0,148;R
ES0021000004676798CK;02/11/2021;13;0,123;R
ES0021000004676798CK;02/11/2021;14;0,144;R
ES0021000004676798CK;02/11/2021;15;0,145;R
ES0021000004676798CK;02/11/2021;16;0,289;R
ES0021000004676798CK;02/11/2021;17;0,257;R
ES0021000004676798CK;02/11/2021;18;0,229;R
ES0021000004676798CK;02/11/2021;19;0,203;R
ES0021000004676798CK;02/11/2021;20;0,457;R
ES0021000004676798CK;02/11/2021;21;0,823;R
ES0021000004676798CK;02/11/2021;22;0,309;R
ES0021000004676798CK;02/11/2021;23;0,597;R
ES0021000004676798CK;02/11/2021;24;0,347;R
ES0021000004676798CK;03/11/2021;1;0,209;R
ES0021000004676798CK;03/11/2021;2;0,269;R
ES0021000004676798CK;03/11/2021;3;0,159;R
ES0021000004676798CK;03/11/2021;4;0,137;R
ES0021000004676798CK;03/11/2021;5;0,124;R
ES0021000004676798CK;03/11/2021;6;0,154;R
ES0021000004676798CK;03/11/2021;7;0,146;R
ES0021000004676798CK;03/11/2021;8;0,15;R
ES0021000004676798CK;03/11/2021;9;0,188;R
ES0021000004676798CK;03/11/2021;10;0,178;R
ES0021000004676798CK;03/11/2021;11;0,601;R
ES0021000004676798CK;03/11/2021;12;0,716;R
ES0021000004676798CK;03/11/2021;13;0,18;R
ES0021000004676798CK;03/11/2021;14;0,211;R
ES0021000004676798CK;03/11/2021;15;0,221;R
ES0021000004676798CK;03/11/2021;16;0,362;R
ES0021000004676798CK;03/11/2021;17;0,192;R
ES0021000004676798CK;03/11/2021;18;0,127;R
ES0021000004676798CK;03/11/2021;19;0,566;R
ES0021000004676798CK;03/11/2021;20;1,426;R
ES0021000004676798CK;03/11/2021;21;0,699;R
ES0021000004676798CK;03/11/2021;22;0,26;R
ES0021000004676798CK;03/11/2021;23;0,307;R
ES0021000004676798CK;03/11/2021;24;0,197;R
ES0021000004676798CK;04/11/2021;1;0,157;R
ES0021000004676798CK;04/11/2021;2;0,164;R
ES0021000004676798CK;04/11/2021;3;0,132;R
ES0021000004676798CK;04/11/2021;4;0,135;R
ES0021000004676798CK;04/11/2021;5;0,133;R
ES0021000004676798CK;04/11/2021;6;0,127;R
ES0021000004676798CK;04/11/2021;7;0,146;R
ES0021000004676798CK;04/11/2021;8;0,228;R
ES0021000004676798CK;04/11/2021;9;0,181;R
ES0021000004676798CK;04/11/2021;10;0,181;R
ES0021000004676798CK;04/11/2021;11;0,201;R
ES0021000004676798CK;04/11/2021;12;0,199;R
ES0021000004676798CK;04/11/2021;13;0,181;R
ES0021000004676798CK;04/11/2021;14;0,164;R
ES0021000004676798CK;04/11/2021;15;0,141;R
ES0021000004676798CK;04/11/2021;16;0,535;R
ES0021000004676798CK;04/11/2021;17;0,192;R
ES0021000004676798CK;04/11/2021;18;0,196;R
ES0021000004676798CK;04/11/2021;19;0,196;R
ES0021000004676798CK;04/11/2021;20;0,426;R
ES0021000004676798CK;04/11/2021;21;1,463;R
ES0021000004676798CK;04/11/2021;22;1,064;R
ES0021000004676798CK;04/11/2021;23;0,862;R
ES0021000004676798CK;04/11/2021;24;0,216;R
ES0021000004676798CK;05/11/2021;1;0,214;R
ES0021000004676798CK;05/11/2021;2;0,136;R
ES0021000004676798CK;05/11/2021;3;0,127;R
ES0021000004676798CK;05/11/2021;4;0,134;R
ES0021000004676798CK;05/11/2021;5;0,184;R
ES0021000004676798CK;05/11/2021;6;0,143;R
ES0021000004676798CK;05/11/2021;7;0,292;R
ES0021000004676798CK;05/11/2021;8;1,462;R
ES0021000004676798CK;05/11/2021;9;0,491;R
ES0021000004676798CK;05/11/2021;10;0,116;R
ES0021000004676798CK;05/11/2021;11;0,226;R
ES0021000004676798CK;05/11/2021;12;0,137;R
ES0021000004676798CK;05/11/2021;13;0,119;R
ES0021000004676798CK;05/11/2021;14;0,145;R
ES0021000004676798CK;05/11/2021;15;0,183;R
ES0021000004676798CK;05/11/2021;16;0,517;R
ES0021000004676798CK;05/11/2021;17;0,236;R
ES0021000004676798CK;05/11/2021;18;1,384;R
ES0021000004676798CK;05/11/2021;19;0,733;R
ES0021000004676798CK;05/11/2021;20;0,232;R
ES0021000004676798CK;05/11/2021;21;0,147;R
ES0021000004676798CK;05/11/2021;22;0,155;R
ES0021000004676798CK;05/11/2021;23;0,141;R
ES0021000004676798CK;05/11/2021;24;0,14;R
ES0021000004676798CK;06/11/2021;1;0,142;R
ES0021000004676798CK;06/11/2021;2;0,131;R
ES0021000004676798CK;06/11/2021;3;0,145;R
ES0021000004676798CK;06/11/2021;4;0,121;R
ES0021000004676798CK;06/11/2021;5;0,139;R
ES0021000004676798CK;06/11/2021;6;0,13;R
ES0021000004676798CK;06/11/2021;7;0,132;R
ES0021000004676798CK;06/11/2021;8;0,129;R
ES0021000004676798CK;06/11/2021;9;0,123;R
ES0021000004676798CK;06/11/2021;10;0,158;R
ES0021000004676798CK;06/11/2021;11;0,166;R
ES0021000004676798CK;06/11/2021;12;0,123;R
ES0021000004676798CK;06/11/2021;13;0,146;R
ES0021000004676798CK;06/11/2021;14;0,128;R
ES0021000004676798CK;06/11/2021;15;0,114;R
ES0021000004676798CK;06/11/2021;16;0,148;R
ES0021000004676798CK;06/11/2021;17;0,143;R
ES0021000004676798CK;06/11/2021;18;0,1;R
ES0021000004676798CK;06/11/2021;19;0,149;R
ES0021000004676798CK;06/11/2021;20;0,148;R
ES0021000004676798CK;06/11/2021;21;0,116;R
ES0021000004676798CK;06/11/2021;22;0,136;R
ES0021000004676798CK;06/11/2021;23;0,177;R
ES0021000004676798CK;06/11/2021;24;0,185;R
ES0021000004676798CK;07/11/2021;1;0,259;R
ES0021000004676798CK;07/11/2021;2;0,2;R
ES0021000004676798CK;07/11/2021;3;0,134;R
ES0021000004676798CK;07/11/2021;4;0,129;R
ES0021000004676798CK;07/11/2021;5;0,132;R
ES0021000004676798CK;07/11/2021;6;0,136;R
ES0021000004676798CK;07/11/2021;7;0,134;R
ES0021000004676798CK;07/11/2021;8;0,117;R
ES0021000004676798CK;07/11/2021;9;0,551;R
ES0021000004676798CK;07/11/2021;10;1,502;R
ES0021000004676798CK;07/11/2021;11;0,775;R
ES0021000004676798CK;07/11/2021;12;0,343;R
ES0021000004676798CK;07/11/2021;13;0,337;R
ES0021000004676798CK;07/11/2021;14;2,631;R
ES0021000004676798CK;07/11/2021;15;1,323;R
ES0021000004676798CK;07/11/2021;16;0,256;R
ES0021000004676798CK;07/11/2021;17;0,268;R
ES0021000004676798CK;07/11/2021;18;0,211;R
ES0021000004676798CK;07/11/2021;19;0,204;R
ES0021000004676798CK;07/11/2021;20;1,225;R
ES0021000004676798CK;07/11/2021;21;0,681;R
ES0021000004676798CK;07/11/2021;22;0,325;R
ES0021000004676798CK;07/11/2021;23;0,229;R
ES0021000004676798CK;07/11/2021;24;0,188;R
ES0021000004676798CK;08/11/2021;1;0,167;R
ES0021000004676798CK;08/11/2021;2;0,232;R
ES0021000004676798CK;08/11/2021;3;0,138;R
ES0021000004676798CK;08/11/2021;4;0,143;R
ES0021000004676798CK;08/11/2021;5;0,129;R
ES0021000004676798CK;08/11/2021;6;0,125;R
ES0021000004676798CK;08/11/2021;7;0,15;R
ES0021000004676798CK;08/11/2021;8;0,155;R
ES0021000004676798CK;08/11/2021;9;0,138;R
ES0021000004676798CK;08/11/2021;10;0,162;R
ES0021000004676798CK;08/11/2021;11;0,202;R
ES0021000004676798CK;08/11/2021;12;0,292;R
ES0021000004676798CK;08/11/2021;13;0,205;R
ES0021000004676798CK;08/11/2021;14;0,699;R
ES0021000004676798CK;08/11/2021;15;1,366;R
ES0021000004676798CK;08/11/2021;16;0,75;R
ES0021000004676798CK;08/11/2021;17;0,216;R
ES0021000004676798CK;08/11/2021;18;0,162;R
ES0021000004676798CK;08/11/2021;19;0,316;R
ES0021000004676798CK;08/11/2021;20;0,895;R
ES0021000004676798CK;08/11/2021;21;0,674;R
ES0021000004676798CK;08/11/2021;22;0,237;R
ES0021000004676798CK;08/11/2021;23;0,243;R
ES0021000004676798CK;08/11/2021;24;0,239;R
ES0021000004676798CK;09/11/2021;1;0,176;R
ES0021000004676798CK;09/11/2021;2;0,222;R
ES0021000004676798CK;09/11/2021;3;0,222;R
ES0021000004676798CK;09/11/2021;4;0,166;R
ES0021000004676798CK;09/11/2021;5;0,142;R
ES0021000004676798CK;09/11/2021;6;0,156;R
ES0021000004676798CK;09/11/2021;7;0,131;R
ES0021000004676798CK;09/11/2021;8;0,184;R
ES0021000004676798CK;09/11/2021;9;0,791;R
ES0021000004676798CK;09/11/2021;10;1,104;R
ES0021000004676798CK;09/11/2021;11;1,566;R
ES0021000004676798CK;09/11/2021;12;1,441;R
ES0021000004676798CK;09/11/2021;13;1,826;R
ES0021000004676798CK;09/11/2021;14;1,005;R
ES0021000004676798CK;09/11/2021;15;0,942;R
ES0021000004676798CK;09/11/2021;16;1,398;R
ES0021000004676798CK;09/11/2021;17;0,912;R
ES0021000004676798CK;09/11/2021;18;0,494;R
ES0021000004676798CK;09/11/2021;19;0,354;R
ES0021000004676798CK;09/11/2021;20;0,275;R
ES0021000004676798CK;09/11/2021;21;1,499;R
ES0021000004676798CK;09/11/2021;22;0,346;R
ES0021000004676798CK;09/11/2021;23;0,241;R
ES0021000004676798CK;09/11/2021;24;0,206;R
ES0021000004676798CK;10/11/2021;1;0,268;R
ES0021000004676798CK;10/11/2021;2;0,188;R
ES0021000004676798CK;10/11/2021;3;0,177;R
ES0021000004676798CK;10/11/2021;4;0,138;R
ES0021000004676798CK;10/11/2021;5;0,134;R
ES0021000004676798CK;10/11/2021;6;0,147;R
ES0021000004676798CK;10/11/2021;7;0,13;R
ES0021000004676798CK;10/11/2021;8;0,162;R
ES0021000004676798CK;10/11/2021;9;0,192;R
ES0021000004676798CK;10/11/2021;10;0,162;R
ES0021000004676798CK;10/11/2021;11;0,244;R
ES0021000004676798CK;10/11/2021;12;0,225;R
ES0021000004676798CK;10/11/2021;13;0,2;R
ES0021000004676798CK;10/11/2021;14;0,171;R
ES0021000004676798CK;10/11/2021;15;0,817;R
ES0021000004676798CK;10/11/2021;16;0,822;R
ES0021000004676798CK;10/11/2021;17;0,254;R
ES0021000004676798CK;10/11/2021;18;0,147;R
ES0021000004676798CK;10/11/2021;19;0,274;R
ES0021000004676798CK;10/11/2021;20;2,02;R
ES0021000004676798CK;10/11/2021;21;1,293;R
ES0021000004676798CK;10/11/2021;22;0,371;R
ES0021000004676798CK;10/11/2021;23;0,231;R
ES0021000004676798CK;10/11/2021;24;0,266;R
ES0021000004676798CK;11/11/2021;1;0,315;R
ES0021000004676798CK;11/11/2021;2;0,157;R
ES0021000004676798CK;11/11/2021;3;0,127;R
ES0021000004676798CK;11/11/2021;4;0,156;R
ES0021000004676798CK;11/11/2021;5;0,158;R
ES0021000004676798CK;11/11/2021;6;0,127;R
ES0021000004676798CK;11/11/2021;7;0,13;R
ES0021000004676798CK;11/11/2021;8;0,171;R
ES0021000004676798CK;11/11/2021;9;1,418;R
ES0021000004676798CK;11/11/2021;10;1,032;R
ES0021000004676798CK;11/11/2021;11;0,195;R
ES0021000004676798CK;11/11/2021;12;0,218;R
ES0021000004676798CK;11/11/2021;13;0,187;R
ES0021000004676798CK;11/11/2021;14;0,167;R
ES0021000004676798CK;11/11/2021;15;0,427;R
ES0021000004676798CK;11/11/2021;16;0,978;R
ES0021000004676798CK;11/11/2021;17;0,185;R
ES0021000004676798CK;11/11/2021;18;0,145;R
ES0021000004676798CK;11/11/2021;19;0,214;R
ES0021000004676798CK;11/11/2021;20;0,445;R
ES0021000004676798CK;11/11/2021;21;0,333;R
ES0021000004676798CK;11/11/2021;22;0,523;R
ES0021000004676798CK;11/11/2021;23;0,169;R
ES0021000004676798CK;11/11/2021;24;0,174;R
ES0021000004676798CK;12/11/2021;1;0,16;R
ES0021000004676798CK;12/11/2021;2;0,155;R
ES0021000004676798CK;12/11/2021;3;0,146;R
ES0021000004676798CK;12/11/2021;4;0,134;R
ES0021000004676798CK;12/11/2021;5;0,14;R
ES0021000004676798CK;12/11/2021;6;0,133;R
ES0021000004676798CK;12/11/2021;7;0,128;R
ES0021000004676798CK;12/11/2021;8;0,321;R
ES0021000004676798CK;12/11/2021;9;0,155;R
ES0021000004676798CK;12/11/2021;10;0,218;R
ES0021000004676798CK;12/11/2021;11;0,137;R
ES0021000004676798CK;12/11/2021;12;0,139;R
ES0021000004676798CK;12/11/2021;13;0,201;R
ES0021000004676798CK;12/11/2021;14;0,132;R
ES0021000004676798CK;12/11/2021;15;0,324;R
ES0021000004676798CK;12/11/2021;16;0,221;R
ES0021000004676798CK;12/11/2021;17;0,282;R
ES0021000004676798CK;12/11/2021;18;0,224;R
ES0021000004676798CK;12/11/2021;19;0,239;R
ES0021000004676798CK;12/11/2021;20;1,017;R
ES0021000004676798CK;12/11/2021;21;0,343;R
ES0021000004676798CK;12/11/2021;22;0,328;R
ES0021000004676798CK;12/11/2021;23;0,271;R
ES0021000004676798CK;12/11/2021;24;0,184;R
ES0021000004676798CK;13/11/2021;1;0,178;R
ES0021000004676798CK;13/11/2021;2;0,208;R
ES0021000004676798CK;13/11/2021;3;0,192;R
ES0021000004676798CK;13/11/2021;4;0,179;R
ES0021000004676798CK;13/11/2021;5;0,163;R
ES0021000004676798CK;13/11/2021;6;0,135;R
ES0021000004676798CK;13/11/2021;7;0,12;R
ES0021000004676798CK;13/11/2021;8;0,156;R
ES0021000004676798CK;13/11/2021;9;2,627;R
ES0021000004676798CK;13/11/2021;10;2,146;R
ES0021000004676798CK;13/11/2021;11;0,157;R
ES0021000004676798CK;13/11/2021;12;0,217;R
ES0021000004676798CK;13/11/2021;13;0,208;R
ES0021000004676798CK;13/11/2021;14;0,346;R
ES0021000004676798CK;13/11/2021;15;1,166;R
ES0021000004676798CK;13/11/2021;16;0,338;R
ES0021000004676798CK;13/11/2021;17;0,169;R
ES0021000004676798CK;13/11/2021;18;0,207;R
ES0021000004676798CK;13/11/2021;19;0,91;R
ES0021000004676798CK;13/11/2021;20;0,412;R
ES0021000004676798CK;13/11/2021;21;2,412;R
ES0021000004676798CK;13/11/2021;22;0,576;R
ES0021000004676798CK;13/11/2021;23;0,512;R
ES0021000004676798CK;13/11/2021;24;0,324;R
ES0021000004676798CK;14/11/2021;1;0,407;R
ES0021000004676798CK;14/11/2021;2;0,292;R
ES0021000004676798CK;14/11/2021;3;0,287;R
ES0021000004676798CK;14/11/2021;4;0,223;R
ES0021000004676798CK;14/11/2021;5;0,147;R
ES0021000004676798CK;14/11/2021;6;0,132;R
ES0021000004676798CK;14/11/2021;7;0,132;R
ES0021000004676798CK;14/11/2021;8;0,192;R
ES0021000004676798CK;14/11/2021;9;0,293;R
ES0021000004676798CK;14/11/2021;10;0,982;R
ES0021000004676798CK;14/11/2021;11;0,203;R
ES0021000004676798CK;14/11/2021;12;0,204;R
ES0021000004676798CK;14/11/2021;13;1,366;R
ES0021000004676798CK;14/11/2021;14;1,271;R
ES0021000004676798CK;14/11/2021;15;1,089;R
ES0021000004676798CK;14/11/2021;16;0,511;R
ES0021000004676798CK;14/11/2021;17;0,237;R
ES0021000004676798CK;14/11/2021;18;0,767;R
ES0021000004676798CK;14/11/2021;19;0,329;R
ES0021000004676798CK;14/11/2021;20;0,829;R
ES0021000004676798CK;14/11/2021;21;0,927;R
ES0021000004676798CK;14/11/2021;22;0,21;R
ES0021000004676798CK;14/11/2021;23;0,319;R
ES0021000004676798CK;14/11/2021;24;0,206;R
ES0021000004676798CK;15/11/2021;1;0,175;R
ES0021000004676798CK;15/11/2021;2;0,206;R
ES0021000004676798CK;15/11/2021;3;0,166;R
ES0021000004676798CK;15/11/2021;4;0,125;R
ES0021000004676798CK;15/11/2021;5;0,129;R
ES0021000004676798CK;15/11/2021;6;0,153;R
ES0021000004676798CK;15/11/2021;7;0,131;R
ES0021000004676798CK;15/11/2021;8;0,119;R
ES0021000004676798CK;15/11/2021;9;0,212;R
ES0021000004676798CK;15/11/2021;10;0,165;R
ES0021000004676798CK;15/11/2021;11;0,205;R
ES0021000004676798CK;15/11/2021;12;0,621;R
ES0021000004676798CK;15/11/2021;13;0,369;R
ES0021000004676798CK;15/11/2021;14;0,151;R
ES0021000004676798CK;15/11/2021;15;0,297;R
ES0021000004676798CK;15/11/2021;16;0,521;R
ES0021000004676798CK;15/11/2021;17;0,237;R
ES0021000004676798CK;15/11/2021;18;0,211;R
ES0021000004676798CK;15/11/2021;19;1,106;R
ES0021000004676798CK;15/11/2021;20;1,262;R
ES0021000004676798CK;15/11/2021;21;0,651;R
ES0021000004676798CK;15/11/2021;22;0,303;R
ES0021000004676798CK;15/11/2021;23;0,309;R
ES0021000004676798CK;15/11/2021;24;0,188;R
ES0021000004676798CK;16/11/2021;1;0,235;R
ES0021000004676798CK;16/11/2021;2;0,203;R
ES0021000004676798CK;16/11/2021;3;0,114;R
ES0021000004676798CK;16/11/2021;4;0,142;R
ES0021000004676798CK;16/11/2021;5;0,156;R
ES0021000004676798CK;16/11/2021;6;0,117;R
ES0021000004676798CK;16/11/2021;7;0,13;R
ES0021000004676798CK;16/11/2021;8;1,817;R
ES0021000004676798CK;16/11/2021;9;0,641;R
ES0021000004676798CK;16/11/2021;10;0,144;R
ES0021000004676798CK;16/11/2021;11;0,154;R
ES0021000004676798CK;16/11/2021;12;0,198;R
ES0021000004676798CK;16/11/2021;13;0,124;R
ES0021000004676798CK;16/11/2021;14;0,664;R
ES0021000004676798CK;16/11/2021;15;1,434;R
ES0021000004676798CK;16/11/2021;16;0,297;R
ES0021000004676798CK;16/11/2021;17;0,335;R
ES0021000004676798CK;16/11/2021;18;0,233;R
ES0021000004676798CK;16/11/2021;19;0,303;R
ES0021000004676798CK;16/11/2021;20;0,193;R
ES0021000004676798CK;16/11/2021;21;0,478;R
ES0021000004676798CK;16/11/2021;22;0,63;R
ES0021000004676798CK;16/11/2021;23;0,631;R
ES0021000004676798CK;16/11/2021;24;0,225;R
ES0021000004676798CK;17/11/2021;1;0,315;R
ES0021000004676798CK;17/11/2021;2;0,2;R
ES0021000004676798CK;17/11/2021;3;0,177;R
ES0021000004676798CK;17/11/2021;4;0,202;R
ES0021000004676798CK;17/11/2021;5;0,169;R
ES0021000004676798CK;17/11/2021;6;0,117;R
ES0021000004676798CK;17/11/2021;7;0,129;R
ES0021000004676798CK;17/11/2021;8;0,171;R
ES0021000004676798CK;17/11/2021;9;1,096;R
ES0021000004676798CK;17/11/2021;10;0,951;R
ES0021000004676798CK;17/11/2021;11;0,224;R
ES0021000004676798CK;17/11/2021;12;0,185;R
ES0021000004676798CK;17/11/2021;13;0,207;R
ES0021000004676798CK;17/11/2021;14;0,199;R
ES0021000004676798CK;17/11/2021;15;0,277;R
ES0021000004676798CK;17/11/2021;16;0,226;R
ES0021000004676798CK;17/11/2021;17;0,237;R
ES0021000004676798CK;17/11/2021;18;0,204;R
ES0021000004676798CK;17/11/2021;19;0,902;R
ES0021000004676798CK;17/11/2021;20;1,569;R
ES0021000004676798CK;17/11/2021;21;1,346;R
ES0021000004676798CK;17/11/2021;22;0,32;R
ES0021000004676798CK;17/11/2021;23;0,211;R
ES0021000004676798CK;17/11/2021;24;0,222;R
ES0021000004676798CK;18/11/2021;1;0,183;R
ES0021000004676798CK;18/11/2021;2;0,194;R
ES0021000004676798CK;18/11/2021;3;0,147;R
ES0021000004676798CK;18/11/2021;4;0,142;R
ES0021000004676798CK;18/11/2021;5;0,141;R
ES0021000004676798CK;18/11/2021;6;0,134;R
ES0021000004676798CK;18/11/2021;7;0,134;R
ES0021000004676798CK;18/11/2021;8;0,133;R
ES0021000004676798CK;18/11/2021;9;0,149;R
ES0021000004676798CK;18/11/2021;10;0,589;R
ES0021000004676798CK;18/11/2021;11;0,741;R
ES0021000004676798CK;18/11/2021;12;0,333;R
ES0021000004676798CK;18/11/2021;13;0,227;R
ES0021000004676798CK;18/11/2021;14;0,238;R
ES0021000004676798CK;18/11/2021;15;0,211;R
ES0021000004676798CK;18/11/2021;16;0,7;R
ES0021000004676798CK;18/11/2021;17;0,37;R
ES0021000004676798CK;18/11/2021;18;0,176;R
ES0021000004676798CK;18/11/2021;19;1,851;R
ES0021000004676798CK;18/11/2021;20;1,217;R
ES0021000004676798CK;18/11/2021;21;1,574;R
ES0021000004676798CK;18/11/2021;22;1,389;R
ES0021000004676798CK;18/11/2021;23;0,213;R
ES0021000004676798CK;18/11/2021;24;0,201;R
ES0021000004676798CK;19/11/2021;1;0,359;R
ES0021000004676798CK;19/11/2021;2;1,192;R
ES0021000004676798CK;19/11/2021;3;0,469;R
ES0021000004676798CK;19/11/2021;4;0,156;R
ES0021000004676798CK;19/11/2021;5;0,122;R
ES0021000004676798CK;19/11/2021;6;0,169;R
ES0021000004676798CK;19/11/2021;7;0,183;R
ES0021000004676798CK;19/11/2021;8;0,181;R
ES0021000004676798CK;19/11/2021;9;0,128;R
ES0021000004676798CK;19/11/2021;10;0,14;R
ES0021000004676798CK;19/11/2021;11;0,134;R
ES0021000004676798CK;19/11/2021;12;0,131;R
ES0021000004676798CK;19/11/2021;13;0,128;R
ES0021000004676798CK;19/11/2021;14;0,127;R
ES0021000004676798CK;19/11/2021;15;0,173;R
ES0021000004676798CK;19/11/2021;16;0,367;R
ES0021000004676798CK;19/11/2021;17;0,2;R
ES0021000004676798CK;19/11/2021;18;0,186;R
ES0021000004676798CK;19/11/2021;19;0,186;R
ES0021000004676798CK;19/11/2021;20;0,137;R
ES0021000004676798CK;19/11/2021;21;0,131;R
ES0021000004676798CK;19/11/2021;22;0,137;R
ES0021000004676798CK;19/11/2021;23;0,129;R
ES0021000004676798CK;19/11/2021;24;0,229;R
ES0021000004676798CK;20/11/2021;1;0,176;R
ES0021000004676798CK;20/11/2021;2;0,175;R
ES0021000004676798CK;20/11/2021;3;0,184;R
ES0021000004676798CK;20/11/2021;4;0,136;R
ES0021000004676798CK;20/11/2021;5;0,15;R
ES0021000004676798CK;20/11/2021;6;0,13;R
ES0021000004676798CK;20/11/2021;7;0,128;R
ES0021000004676798CK;20/11/2021;8;0,148;R
ES0021000004676798CK;20/11/2021;9;0,127;R
ES0021000004676798CK;20/11/2021;10;0,386;R
ES0021000004676798CK;20/11/2021;11;1,162;R
ES0021000004676798CK;20/11/2021;12;0,324;R
ES0021000004676798CK;20/11/2021;13;0,255;R
ES0021000004676798CK;20/11/2021;14;0,237;R
ES0021000004676798CK;20/11/2021;15;0,143;R
ES0021000004676798CK;20/11/2021;16;0,154;R
ES0021000004676798CK;20/11/2021;17;0,181;R
ES0021000004676798CK;20/11/2021;18;0,293;R
ES0021000004676798CK;20/11/2021;19;0,163;R
ES0021000004676798CK;20/11/2021;20;0,134;R
ES0021000004676798CK;20/11/2021;21;0,158;R
ES0021000004676798CK;20/11/2021;22;0,132;R
ES0021000004676798CK;20/11/2021;23;0,161;R
ES0021000004676798CK;20/11/2021;24;0,266;R
ES0021000004676798CK;21/11/2021;1;0,276;R
ES0021000004676798CK;21/11/2021;2;0,245;R
ES0021000004676798CK;21/11/2021;3;0,144;R
ES0021000004676798CK;21/11/2021;4;0,152;R
ES0021000004676798CK;21/11/2021;5;0,123;R
ES0021000004676798CK;21/11/2021;6;0,124;R
ES0021000004676798CK;21/11/2021;7;0,186;R
ES0021000004676798CK;21/11/2021;8;0,151;R
ES0021000004676798CK;21/11/2021;9;0,115;R
ES0021000004676798CK;21/11/2021;10;0,149;R
ES0021000004676798CK;21/11/2021;11;0,372;R
ES0021000004676798CK;21/11/2021;12;0,681;R
ES0021000004676798CK;21/11/2021;13;0,565;R
ES0021000004676798CK;21/11/2021;14;1,43;R
ES0021000004676798CK;21/11/2021;15;1,33;R
ES0021000004676798CK;21/11/2021;16;1,291;R
ES0021000004676798CK;21/11/2021;17;0,145;R
ES0021000004676798CK;21/11/2021;18;0,174;R
ES0021000004676798CK;21/11/2021;19;1,01;R
ES0021000004676798CK;21/11/2021;20;1,09;R
ES0021000004676798CK;21/11/2021;21;0,479;R
ES0021000004676798CK;21/11/2021;22;0,347;R
ES0021000004676798CK;21/11/2021;23;0,316;R
ES0021000004676798CK;21/11/2021;24;0,167;R
ES0021000004676798CK;22/11/2021;1;0,209;R
ES0021000004676798CK;22/11/2021;2;0,195;R
ES0021000004676798CK;22/11/2021;3;0,195;R
ES0021000004676798CK;22/11/2021;4;0,14;R
ES0021000004676798CK;22/11/2021;5;0,157;R
ES0021000004676798CK;22/11/2021;6;0,125;R
ES0021000004676798CK;22/11/2021;7;0,127;R
ES0021000004676798CK;22/11/2021;8;0,171;R
ES0021000004676798CK;22/11/2021;9;0,178;R
